date,hours_over_100,avg_penetration,max_penetration,avg_oversupply_pct
2024-03-29,0,70.96,89.42,0.0
2024-03-30,0,61.92,83.65,0.0
2024-03-31,0,62.76,87.23,0.0
2024-04-01,0,68.04,90.92,0.0
2024-04-02,0,66.18,87.5,0.0
2024-04-03,0,72.79,98.66,0.0
2024-04-04,0,70.78,91.66,0.0
2024-04-05,0,68.34,93.1,0.0
2024-04-06,0,61.98,79.19,0.0
2024-04-07,0,61.47,77.61,0.0
2024-04-08,0,68.88,93.24,0.0
2024-04-09,0,63.82,86.1,0.0
2024-04-10,0,66.05,97.19,0.0
2024-04-11,0,68.29,99.05,0.0
2024-04-12,4,71.59,104.73,2.47
2024-04-13,0,66.15,85.08,0.0
2024-04-14,0,63.5,84.02,0.0
2024-04-15,0,68.73,93.0,0.0
2024-04-16,0,67.51,89.88,0.0
2024-04-17,0,72.15,96.02,0.0
2024-04-18,0,72.33,98.94,0.0
2024-04-19,4,79.41,108.55,5.45
2024-04-20,0,68.24,98.28,0.0
2024-04-21,0,65.52,96.62,0.0
2024-04-22,0,63.85,94.83,0.0
2024-04-23,0,70.34,97.81,0.0
2024-04-24,4,80.62,108.54,5.94
2024-04-25,0,70.39,95.61,0.0
2024-04-26,0,68.26,90.67,0.0
2024-04-27,0,63.0,88.78,0.0
2024-04-28,0,57.05,81.79,0.0
2024-04-29,0,63.96,89.19,0.0
2024-04-30,8,84.71,113.19,6.0
2024-05-01,7,83.3,112.15,6.4
2024-05-02,5,81.29,111.13,5.03
2024-05-03,6,81.71,110.8,6.12
2024-05-04,0,76.04,98.66,0.0
2024-05-05,0,75.23,99.49,0.0
2024-05-06,4,83.45,109.46,4.18
2024-05-07,2,82.68,109.91,8.72
2024-05-08,2,77.74,105.62,4.24
2024-05-09,2,75.0,103.39,3.02
2024-05-10,0,71.98,98.45,0.0
2024-05-11,4,75.66,108.5,4.96
2024-05-12,4,78.61,114.46,8.48
2024-05-13,7,81.63,106.76,3.53
2024-05-14,4,78.78,108.45,4.57
2024-05-15,5,82.52,105.88,4.24
2024-05-16,3,81.12,107.35,5.17
2024-05-17,2,78.31,100.95,0.85
2024-05-18,2,77.99,105.36,4.52
2024-05-19,3,77.51,110.77,5.75
2024-05-20,10,85.3,111.04,5.23
2024-05-21,2,80.62,106.06,3.98
2024-05-22,3,81.28,107.67,3.8
2024-05-23,0,75.9,96.64,0.0
2024-05-24,3,78.4,103.23,1.91
2024-05-25,0,75.68,96.45,0.0
2024-05-26,0,75.81,98.63,0.0
2024-05-27,6,85.87,116.63,9.2
2024-05-28,12,91.18,127.65,10.92
2024-05-29,8,89.08,118.46,10.61
2024-05-30,3,78.24,105.57,5.09
2024-05-31,4,78.19,110.75,6.81
2024-06-01,5,82.17,111.18,6.24
2024-06-02,6,84.26,113.44,6.3
2024-06-03,10,86.35,112.65,7.07
2024-06-04,5,77.72,108.38,6.18
2024-06-05,0,66.23,97.33,0.0
2024-06-06,0,70.5,99.99,0.0
2024-06-07,6,81.84,119.88,13.91
2024-06-08,4,78.17,107.78,5.0
2024-06-09,0,70.48,95.03,0.0
2024-06-10,6,81.77,116.77,10.21
2024-06-11,5,73.7,106.05,4.36
2024-06-12,6,76.87,119.08,11.9
2024-06-13,4,75.16,107.35,5.84
2024-06-14,6,80.61,116.8,11.25
2024-06-15,4,75.86,108.52,5.84
2024-06-16,6,80.51,118.79,12.23
2024-06-17,5,82.77,111.36,8.35
2024-06-18,3,75.39,105.41,3.19
2024-06-19,6,81.2,115.97,10.12
2024-06-20,6,82.58,118.49,12.06
2024-06-21,2,69.72,103.42,2.54
2024-06-22,0,60.42,92.38,0.0
2024-06-23,5,70.32,110.24,5.5
2024-06-24,0,66.45,97.85,0.0
2024-06-25,3,67.7,101.8,1.54
2024-06-26,5,72.75,109.25,6.15
2024-06-27,4,72.22,107.1,4.58
2024-06-28,4,70.35,105.55,3.25
2024-06-29,2,67.66,101.33,1.23
2024-06-30,5,69.97,108.41,5.71
2024-07-01,5,72.3,108.22,7.04
2024-07-02,4,70.52,105.33,3.85
2024-07-03,5,70.74,112.57,9.96
2024-07-04,0,63.85,96.05,0.0
2024-07-05,0,61.81,89.57,0.0
2024-07-06,1,67.64,100.79,0.79
2024-07-07,7,81.24,123.42,15.16
2024-07-08,7,82.71,124.3,17.28
2024-07-09,4,69.8,108.42,4.12
2024-07-10,0,56.46,90.36,0.0
2024-07-11,0,53.79,86.49,0.0
2024-07-12,0,52.61,78.37,0.0
2024-07-13,0,60.65,93.91,0.0
2024-07-14,0,52.48,82.51,0.0
2024-07-15,0,66.04,97.26,0.0
2024-07-16,4,71.23,107.5,4.96
2024-07-17,0,64.16,92.13,0.0
2024-07-18,0,63.17,95.41,0.0
2024-07-19,0,57.86,90.3,0.0
2024-07-20,0,57.96,90.97,0.0
2024-07-21,0,55.24,87.8,0.0
2024-07-22,2,66.01,101.97,1.78
2024-07-23,5,66.45,106.68,4.66
2024-07-24,1,66.99,103.76,3.76
2024-07-25,6,75.84,121.96,16.14
2024-07-26,8,82.85,128.04,18.13
2024-07-27,8,84.73,127.46,16.87
2024-07-28,6,81.09,125.16,17.86
2024-07-29,8,85.26,126.19,17.48
2024-07-30,7,84.84,125.79,18.53
2024-07-31,5,72.72,107.48,4.26
2024-08-01,0,62.91,91.97,0.0
2024-08-02,0,59.73,85.96,0.0
2024-08-03,5,67.97,110.18,6.53
2024-08-04,0,62.66,93.51,0.0
2024-08-05,0,60.56,92.64,0.0
2024-08-06,0,61.88,94.73,0.0
2024-08-07,2,63.71,102.74,1.66
2024-08-08,2,66.44,103.06,2.7
2024-08-09,3,67.49,104.42,2.95
2024-08-10,0,67.13,98.87,0.0
2024-08-11,0,63.95,99.12,0.0
2024-08-12,2,67.72,104.93,4.21
2024-08-13,4,70.83,109.51,7.32
2024-08-14,4,70.74,107.69,6.16
2024-08-15,4,71.52,107.33,5.08
2024-08-16,0,63.94,97.45,0.0
2024-08-17,3,65.64,104.4,2.56
2024-08-18,0,64.36,97.76,0.0
2024-08-19,3,67.37,104.66,3.22
2024-08-20,4,66.78,107.16,4.12
2024-08-21,0,63.97,97.21,0.0
2024-08-22,4,70.89,113.25,8.44
2024-08-23,3,69.9,108.96,6.41
2024-08-24,3,71.38,106.39,3.63
2024-08-25,3,71.1,102.76,2.24
2024-08-26,3,65.56,103.66,1.87
2024-08-27,0,62.1,99.31,0.0
2024-08-28,0,58.92,94.28,0.0
2024-08-29,0,60.38,90.52,0.0
2024-08-30,0,55.72,84.99,0.0
2024-08-31,0,57.35,93.44,0.0
2024-09-01,0,58.06,96.37,0.0
2024-09-02,0,61.48,96.64,0.0
2024-09-03,0,56.45,91.75,0.0
2024-09-04,0,55.49,90.92,0.0
2024-09-05,0,52.97,82.8,0.0
2024-09-06,0,50.39,80.07,0.0
2024-09-07,0,49.18,75.14,0.0
2024-09-08,0,48.62,79.48,0.0
2024-09-09,0,51.66,83.3,0.0
2024-09-10,0,58.56,93.97,0.0
2024-09-11,3,70.37,107.81,5.99
2024-09-12,3,72.08,109.31,6.69
2024-09-13,0,63.45,96.16,0.0
2024-09-14,0,62.63,98.42,0.0
2024-09-15,3,73.53,111.32,7.37
2024-09-16,0,66.31,91.57,0.0
2024-09-17,0,70.35,92.84,0.0
2024-09-18,0,65.43,95.95,0.0
2024-09-19,0,66.1,96.81,0.0
2024-09-20,0,65.83,88.63,0.0
2024-09-21,0,65.8,92.94,0.0
2024-09-22,0,62.4,95.39,0.0
2024-09-23,0,55.58,89.96,0.0
2024-09-24,0,58.25,91.37,0.0
2024-09-25,0,60.04,96.97,0.0
2024-09-26,0,64.73,99.25,0.0
2024-09-27,0,59.37,96.81,0.0
2024-09-28,1,59.22,101.27,1.27
2024-09-29,1,64.13,100.97,0.97
2024-09-30,3,62.61,103.82,1.92
2024-10-01,0,54.23,90.4,0.0
2024-10-02,0,50.69,85.85,0.0
2024-10-03,0,52.96,88.72,0.0
2024-10-04,0,48.94,78.86,0.0
2024-10-05,0,47.31,82.01,0.0
2024-10-06,0,47.77,85.15,0.0
2024-10-07,0,52.82,92.84,0.0
2024-10-08,0,51.81,85.84,0.0
2024-10-09,2,64.48,105.95,4.31
2024-10-10,0,54.51,84.06,0.0
2024-10-11,0,54.1,83.39,0.0
2024-10-12,0,60.28,95.31,0.0
2024-10-13,0,65.23,98.12,0.0
2024-10-14,3,66.78,104.4,2.35
2024-10-15,0,66.63,98.68,0.0
2024-10-16,0,70.24,93.66,0.0
2024-10-17,3,75.15,110.55,6.02
2024-10-18,0,62.68,89.32,0.0
2024-10-19,0,57.02,82.94,0.0
2024-10-20,0,58.19,90.94,0.0
2024-10-21,0,54.44,82.09,0.0
2024-10-22,0,53.33,84.54,0.0
2024-10-23,0,54.19,85.13,0.0
2024-10-24,0,58.31,89.89,0.0
2024-10-25,0,51.58,86.38,0.0
2024-10-26,0,52.13,82.25,0.0
2024-10-27,0,58.12,85.45,0.0
2024-10-28,0,70.85,94.52,0.0
2024-10-29,0,63.41,92.71,0.0
2024-10-30,0,54.32,79.87,0.0
2024-10-31,0,62.35,89.86,0.0
2024-11-01,0,59.88,80.36,0.0
2024-11-02,0,59.58,84.01,0.0
2024-11-03,0,65.51,91.62,0.0
2024-11-04,0,57.64,83.61,0.0
2024-11-05,0,59.77,83.68,0.0
2024-11-06,0,62.0,89.16,0.0
2024-11-07,0,56.55,84.82,0.0
2024-11-08,0,51.77,77.83,0.0
2024-11-09,0,51.47,79.07,0.0
2024-11-10,0,50.19,77.26,0.0
2024-11-11,0,56.66,77.31,0.0
2024-11-12,0,54.37,77.94,0.0
2024-11-13,0,54.58,79.67,0.0
2024-11-14,0,57.4,80.73,0.0
2024-11-15,0,63.47,84.13,0.0
2024-11-16,0,57.46,76.59,0.0
2024-11-17,0,54.58,75.02,0.0
2024-11-18,0,66.16,85.57,0.0
2024-11-19,0,54.14,75.94,0.0
2024-11-20,0,55.31,83.59,0.0
2024-11-21,0,56.48,83.73,0.0
2024-11-22,0,53.38,78.04,0.0
2024-11-23,0,60.45,86.42,0.0
2024-11-24,0,59.64,81.09,0.0
2024-11-25,0,45.68,60.07,0.0
2024-11-26,0,50.23,66.39,0.0
2024-11-27,0,53.86,72.12,0.0
2024-11-28,0,51.78,76.1,0.0
2024-11-29,0,44.75,62.17,0.0
2024-11-30,0,46.69,63.66,0.0
2024-12-01,0,47.08,73.68,0.0
2024-12-02,0,47.24,69.83,0.0
2024-12-03,0,46.41,66.87,0.0
2024-12-04,0,49.94,71.96,0.0
2024-12-05,0,46.99,70.46,0.0
2024-12-06,0,47.51,70.67,0.0
2024-12-07,0,48.53,71.77,0.0
2024-12-08,0,52.12,68.0,0.0
2024-12-09,0,55.64,75.94,0.0
2024-12-10,0,49.76,71.17,0.0
2024-12-11,0,43.05,57.0,0.0
2024-12-12,0,49.88,72.63,0.0
2024-12-13,0,52.36,71.71,0.0
2024-12-14,0,49.52,72.0,0.0
2024-12-15,0,52.8,70.52,0.0
2024-12-16,0,45.79,64.09,0.0
2024-12-17,0,47.18,64.08,0.0
2024-12-18,0,43.19,60.87,0.0
2024-12-19,0,43.82,65.2,0.0
2024-12-20,0,48.6,65.91,0.0
2024-12-21,0,47.58,65.01,0.0
2024-12-22,0,51.42,68.25,0.0
2024-12-23,0,48.84,72.28,0.0
2024-12-24,0,49.96,66.37,0.0
2024-12-25,0,59.56,74.62,0.0
2024-12-26,0,54.88,80.15,0.0
2024-12-27,0,62.37,78.58,0.0
2024-12-28,0,54.59,68.89,0.0
2024-12-29,0,62.91,80.18,0.0
2024-12-30,0,61.02,82.62,0.0
2024-12-31,0,56.31,74.76,0.0
2025-01-01,0,51.84,73.04,0.0
2025-01-02,0,55.97,80.46,0.0
2025-01-03,0,53.2,74.29,0.0
2025-01-04,0,60.89,79.38,0.0
2025-01-05,0,54.73,78.43,0.0
2025-01-06,0,58.17,84.81,0.0
2025-01-07,0,60.05,81.09,0.0
2025-01-08,0,53.76,77.73,0.0
2025-01-09,0,57.74,86.78,0.0
2025-01-10,0,60.26,78.48,0.0
2025-01-11,0,63.88,81.02,0.0
2025-01-12,0,59.36,85.85,0.0
2025-01-13,0,60.46,90.01,0.0
2025-01-14,0,52.34,78.23,0.0
2025-01-15,0,53.21,79.45,0.0
2025-01-16,0,53.45,79.55,0.0
2025-01-17,0,67.26,88.66,0.0
2025-01-18,0,58.23,83.43,0.0
2025-01-19,0,59.11,88.7,0.0
2025-01-20,0,64.35,94.96,0.0
2025-01-21,0,58.64,89.12,0.0
2025-01-22,0,56.89,83.16,0.0
2025-01-23,0,56.35,83.48,0.0
2025-01-24,0,55.55,83.39,0.0
2025-01-25,0,49.18,67.94,0.0
2025-01-26,0,41.14,56.88,0.0
2025-01-27,0,50.39,72.77,0.0
2025-01-28,0,54.63,81.09,0.0
2025-01-29,0,55.4,80.69,0.0
2025-01-30,0,60.54,87.5,0.0
2025-01-31,0,53.78,73.01,0.0
2025-02-01,0,61.74,83.89,0.0
2025-02-02,0,60.56,82.93,0.0
2025-02-03,0,60.97,82.6,0.0
2025-02-04,0,68.87,97.38,0.0
2025-02-05,0,65.86,89.16,0.0
2025-02-06,0,62.92,86.81,0.0
2025-02-07,0,71.01,95.62,0.0
2025-02-08,0,66.08,84.95,0.0
2025-02-09,0,57.5,81.54,0.0
2025-02-10,0,61.93,84.49,0.0
2025-02-11,0,70.56,92.76,0.0
2025-02-12,0,56.7,77.25,0.0
2025-02-13,0,49.02,66.86,0.0
2025-02-14,0,71.64,97.83,0.0
2025-02-15,0,63.19,86.97,0.0
2025-02-16,0,64.4,85.27,0.0
2025-02-17,0,69.72,93.43,0.0
2025-02-18,0,63.0,88.47,0.0
2025-02-19,0,60.95,88.03,0.0
2025-02-20,0,65.89,89.67,0.0
2025-02-21,0,60.37,88.1,0.0
2025-02-22,0,53.3,69.65,0.0
2025-02-23,0,62.92,81.47,0.0
2025-02-24,0,71.96,91.21,0.0
2025-02-25,0,67.23,91.25,0.0
2025-02-26,0,65.95,94.96,0.0
2025-02-27,0,63.36,87.73,0.0
2025-02-28,0,64.78,92.89,0.0
2025-03-01,2,74.79,102.21,1.51
2025-03-02,0,74.39,94.18,0.0
2025-03-03,2,80.57,103.62,3.3
2025-03-04,0,67.17,94.09,0.0
2025-03-05,0,50.01,61.29,0.0
2025-03-06,0,73.04,97.02,0.0
2025-03-07,1,72.55,101.96,1.96
2025-03-08,0,57.86,86.29,0.0
2025-03-09,0,54.08,77.72,0.0
2025-03-10,0,58.04,82.99,0.0
2025-03-11,0,59.26,77.21,0.0
2025-03-12,0,60.73,84.54,0.0
2025-03-13,0,62.88,88.04,0.0
2025-03-14,0,60.72,80.81,0.0
2025-03-15,0,64.79,84.45,0.0
2025-03-16,0,65.04,85.9,0.0
2025-03-17,0,71.75,96.49,0.0
2025-03-18,0,73.84,99.97,0.0
2025-03-19,0,65.95,90.03,0.0
2025-03-20,0,69.64,94.45,0.0
2025-03-21,0,72.14,96.83,0.0
2025-03-22,0,74.37,94.29,0.0
2025-03-23,0,69.28,91.64,0.0
2025-03-24,0,69.16,97.52,0.0
2025-03-25,0,69.26,97.82,0.0
2025-03-26,9,81.45,111.38,8.51
2025-03-27,4,82.31,111.53,7.04
2025-03-28,1,82.42,101.23,1.23
2025-03-29,0,76.64,96.85,0.0
2025-03-30,0,75.27,98.18,0.0
2025-03-31,1,79.34,101.74,1.74
2025-04-01,1,79.27,101.35,1.35
2025-04-02,1,80.04,102.71,2.71
2025-04-03,3,81.56,104.64,3.2
2025-04-04,2,81.42,106.65,3.55
2025-04-05,0,67.84,91.5,0.0
2025-04-06,0,64.32,90.77,0.0
2025-04-07,0,72.52,95.41,0.0
2025-04-08,0,75.24,99.02,0.0
2025-04-09,2,78.31,106.73,6.3
2025-04-10,2,75.54,101.37,0.86
2025-04-11,7,83.05,120.22,9.84
2025-04-12,0,74.6,99.9,0.0
2025-04-13,0,72.8,95.12,0.0
2025-04-14,0,68.77,88.67,0.0
2025-04-15,6,77.05,102.77,1.48
2025-04-16,5,79.26,104.58,2.18
2025-04-17,7,82.05,104.77,2.25
2025-04-18,10,86.18,111.1,6.21
2025-04-19,0,67.44,91.67,0.0
2025-04-20,0,66.64,94.54,0.0
2025-04-21,4,81.39,112.94,5.78
2025-04-22,4,79.43,113.39,6.93
2025-04-23,11,89.94,120.23,11.33
2025-04-24,10,87.51,113.89,10.01
2025-04-25,4,77.88,103.23,1.55
2025-04-26,0,67.35,87.88,0.0
2025-04-27,0,64.53,83.04,0.0
2025-04-28,0,70.94,96.81,0.0
2025-04-29,0,68.15,96.89,0.0
2025-04-30,3,76.36,109.73,6.87
2025-05-01,0,75.44,99.13,0.0
2025-05-02,5,77.55,103.37,1.95
2025-05-03,0,73.25,94.49,0.0
2025-05-04,0,74.79,98.52,0.0
2025-05-05,0,71.23,89.8,0.0
2025-05-06,10,81.19,105.43,3.67
2025-05-07,3,73.23,101.9,1.05
2025-05-08,3,73.38,101.51,1.13
2025-05-09,6,77.73,118.87,9.95
2025-05-10,3,67.63,104.2,2.32
2025-05-11,2,69.18,102.78,1.9
2025-05-12,0,77.21,99.62,0.0
2025-05-13,1,81.52,102.57,2.57
2025-05-14,1,77.2,103.9,3.9
2025-05-15,1,73.66,102.8,2.8
2025-05-16,1,77.88,100.64,0.64
2025-05-17,1,76.18,100.5,0.5
2025-05-18,0,73.19,97.36,0.0
2025-05-19,6,85.27,115.65,7.06
2025-05-20,5,79.87,116.28,9.11
2025-05-21,4,77.13,114.24,8.96
2025-05-22,6,83.94,113.4,9.01
2025-05-23,15,97.49,131.35,14.29
2025-05-24,6,86.13,117.63,7.92
2025-05-25,4,85.35,117.29,9.95
2025-05-26,8,87.91,119.65,8.07
2025-05-27,4,81.83,109.73,6.92
2025-05-28,3,74.14,103.84,2.76
2025-05-29,2,76.36,102.97,2.37
2025-05-30,4,69.62,106.64,3.67
2025-05-31,0,62.11,92.48,0.0
2025-06-01,0,63.11,89.93,0.0
2025-06-02,3,76.48,108.31,6.79
2025-06-03,0,72.65,99.82,0.0
2025-06-04,4,76.85,110.8,6.77
2025-06-05,4,77.23,106.93,4.48
2025-06-06,1,73.45,100.11,0.11
2025-06-07,3,75.95,106.87,4.12
2025-06-08,6,79.81,116.4,8.75
2025-06-09,7,83.91,123.53,13.7
2025-06-10,5,78.09,114.66,8.95
2025-06-11,4,76.26,111.52,9.07
2025-06-12,6,83.6,121.51,12.45
2025-06-13,6,81.05,113.74,8.01
2025-06-14,6,79.29,109.77,5.3
2025-06-15,7,81.47,119.83,11.27
2025-06-16,8,85.18,122.87,14.9
2025-06-17,7,81.27,118.91,11.72
2025-06-18,4,73.09,107.83,6.29
2025-06-19,6,77.5,114.81,9.17
2025-06-20,7,87.75,126.28,15.73
2025-06-21,4,79.54,113.87,6.33
2025-06-22,3,77.29,111.01,7.17
2025-06-23,3,74.57,106.18,4.23
2025-06-24,3,76.18,106.05,4.5
2025-06-25,2,71.54,102.51,2.12
2025-06-26,3,69.92,107.46,4.73
2025-06-27,3,68.86,104.06,2.68
2025-06-28,3,67.88,103.96,2.58
2025-06-29,3,67.14,106.42,3.73
2025-06-30,5,70.47,110.09,6.17
2025-07-01,1,68.16,100.35,0.35
2025-07-02,1,67.32,100.26,0.26
2025-07-03,0,64.34,91.57,0.0
2025-07-04,0,66.64,97.03,0.0
2025-07-05,3,72.19,106.7,4.01
2025-07-06,5,73.76,111.17,7.39
2025-07-07,0,60.78,91.8,0.0
2025-07-08,5,68.31,104.01,2.7
2025-07-09,7,79.17,118.42,12.76
2025-07-10,4,71.0,106.99,5.11
2025-07-11,4,73.08,107.24,5.32
2025-07-12,3,72.92,105.27,4.36
2025-07-13,5,71.72,110.02,5.26
2025-07-14,0,61.18,89.34,0.0
2025-07-15,5,74.73,109.25,5.74
2025-07-16,2,71.92,101.89,1.42
2025-07-17,0,66.35,94.4,0.0
2025-07-18,2,69.98,104.28,4.15
2025-07-19,3,71.6,106.97,4.52
2025-07-20,1,65.14,100.49,0.49
2025-07-21,2,68.64,100.8,0.69
2025-07-22,1,71.42,105.21,5.21
2025-07-23,2,71.24,103.12,2.31
2025-07-24,0,64.51,93.9,0.0
2025-07-25,4,75.61,110.04,6.37
2025-07-26,3,78.68,109.49,7.69
2025-07-27,6,80.1,113.24,8.33
2025-07-28,6,80.17,119.08,13.17
2025-07-29,5,77.53,116.99,11.32
2025-07-30,6,75.96,110.82,6.28
2025-07-31,3,71.29,107.7,3.64
2025-08-01,4,72.42,106.92,3.95
2025-08-02,5,75.15,111.99,7.46
2025-08-03,6,78.12,120.14,11.64
2025-08-04,4,74.77,104.84,2.86
2025-08-05,3,69.76,105.29,3.63
2025-08-06,3,66.71,104.08,1.81
2025-08-07,0,64.5,96.5,0.0
2025-08-08,0,60.98,96.3,0.0
2025-08-09,0,60.3,92.36,0.0
2025-08-10,0,62.56,94.25,0.0
2025-08-11,2,67.21,102.32,1.76
2025-08-12,5,69.57,112.6,7.76
2025-08-13,4,70.07,104.49,3.2
2025-08-14,3,70.95,106.91,5.21
2025-08-15,2,68.2,103.13,2.57
2025-08-16,0,67.99,99.64,0.0
2025-08-17,0,66.7,98.0,0.0
2025-08-18,3,66.94,101.33,0.83
2025-08-19,4,68.19,105.46,3.01
2025-08-20,3,65.82,104.15,2.97
2025-08-21,0,59.58,96.47,0.0
2025-08-22,0,62.24,99.52,0.0
2025-08-23,0,56.03,84.0,0.0
2025-08-24,2,63.62,101.49,1.1
2025-08-25,5,69.18,113.07,6.73
2025-08-26,0,55.08,89.55,0.0
2025-08-27,0,60.79,94.35,0.0
2025-08-28,0,49.78,71.12,0.0
2025-08-29,1,61.78,101.41,1.41
2025-08-30,6,76.56,122.61,16.46
2025-08-31,0,59.11,95.68,0.0
2025-09-01,0,57.81,97.49,0.0
2025-09-02,0,55.44,99.96,0.0
2025-09-03,4,63.89,107.96,5.03
2025-09-04,2,64.82,101.77,1.25
2025-09-05,2,65.61,101.85,1.55
2025-09-06,0,51.51,83.89,0.0
2025-09-07,0,50.49,80.85,0.0
2025-09-08,4,67.32,111.53,6.98
2025-09-09,4,70.26,108.84,5.32
2025-09-10,10,86.71,129.43,13.19
2025-09-11,0,66.0,95.1,0.0
2025-09-12,2,69.25,104.41,3.3
2025-09-13,1,66.89,100.76,0.76
2025-09-14,1,64.07,100.76,0.76
2025-09-15,0,61.34,97.81,0.0
2025-09-16,0,57.71,97.51,0.0
2025-09-17,0,51.42,74.55,0.0
2025-09-18,0,47.65,67.0,0.0
2025-09-19,0,62.18,96.88,0.0
2025-09-20,0,59.88,94.65,0.0
2025-09-21,0,55.82,80.54,0.0
2025-09-22,0,59.16,93.89,0.0
2025-09-23,0,59.24,95.97,0.0
2025-09-24,2,65.84,101.95,1.9
2025-09-25,1,62.28,100.13,0.13
2025-09-26,0,68.06,93.17,0.0
2025-09-27,0,55.38,80.43,0.0
2025-09-28,0,59.05,88.76,0.0
2025-09-29,0,60.22,93.66,0.0
2025-09-30,3,72.99,106.31,4.24
2025-10-01,1,69.7,103.92,3.92
2025-10-02,0,62.83,89.2,0.0
2025-10-03,0,69.66,96.54,0.0
2025-10-04,0,55.28,72.08,0.0
2025-10-05,0,60.52,93.9,0.0
2025-10-06,0,61.41,98.11,0.0
2025-10-07,0,53.93,84.97,0.0
2025-10-08,0,56.19,89.2,0.0
2025-10-09,0,50.06,67.67,0.0
2025-10-10,0,47.43,73.99,0.0
2025-10-11,0,64.8,92.42,0.0
2025-10-12,0,60.33,82.34,0.0
2025-10-13,0,54.67,77.38,0.0
2025-10-14,0,49.0,70.08,0.0
2025-10-15,0,59.65,81.26,0.0
2025-10-16,0,54.75,82.55,0.0
2025-10-17,0,56.36,81.15,0.0
2025-10-18,0,51.2,74.68,0.0
2025-10-19,0,47.25,75.93,0.0
2025-10-20,0,59.78,89.53,0.0
2025-10-21,0,45.65,66.75,0.0
2025-10-22,0,60.0,88.51,0.0
2025-10-23,0,63.38,90.33,0.0
2025-10-24,0,58.73,88.58,0.0
2025-10-25,0,59.47,82.11,0.0
2025-10-26,0,62.28,86.99,0.0
2025-10-27,0,60.84,80.67,0.0
2025-10-28,0,59.7,88.09,0.0
2025-10-29,0,54.37,86.65,0.0
2025-10-30,0,54.42,82.18,0.0
2025-10-31,0,54.48,83.02,0.0
2025-11-01,0,56.95,83.33,0.0
2025-11-02,0,56.15,83.94,0.0
2025-11-03,0,58.22,84.83,0.0
2025-11-04,0,57.19,83.99,0.0
2025-11-05,0,57.37,75.5,0.0
2025-11-06,0,66.49,93.26,0.0
2025-11-07,0,60.64,84.01,0.0
2025-11-08,0,57.09,83.91,0.0
2025-11-09,0,59.05,87.04,0.0
2025-11-10,0,56.04,85.79,0.0
2025-11-11,0,52.1,70.19,0.0
2025-11-12,0,44.57,59.05,0.0
2025-11-13,0,54.32,83.73,0.0
2025-11-14,0,43.33,58.15,0.0
2025-11-15,0,38.89,48.9,0.0
2025-11-16,0,50.1,63.63,0.0
2025-11-17,0,50.31,65.77,0.0
2025-11-18,0,49.56,71.51,0.0
2025-11-19,0,52.11,72.5,0.0
2025-11-20,0,50.59,69.7,0.0
2025-11-21,0,42.13,54.68,0.0
2025-11-22,0,42.98,58.15,0.0
2025-11-23,0,59.22,82.05,0.0
2025-11-24,0,58.11,75.82,0.0
2025-11-25,0,53.78,73.28,0.0
2025-11-26,0,56.11,81.88,0.0
2025-11-27,0,46.32,63.79,0.0
2025-11-28,0,59.7,76.37,0.0
2025-11-29,0,52.62,65.76,0.0
2025-11-30,0,53.15,72.4,0.0
2025-12-01,0,57.22,78.28,0.0
2025-12-02,0,56.35,74.39,0.0
2025-12-03,0,55.69,74.03,0.0
2025-12-04,0,51.43,67.85,0.0
2025-12-05,0,57.52,75.08,0.0
2025-12-06,0,57.28,75.67,0.0
2025-12-07,0,49.76,66.52,0.0
2025-12-08,0,52.29,69.47,0.0
2025-12-09,0,52.76,68.9,0.0
2025-12-10,0,49.31,64.67,0.0
2025-12-11,0,50.19,69.81,0.0
2025-12-12,0,47.73,62.66,0.0
2025-12-13,0,49.61,65.25,0.0
2025-12-14,0,46.32,64.1,0.0
2025-12-15,0,50.04,67.12,0.0
2025-12-16,0,48.82,64.21,0.0
2025-12-17,0,50.64,67.25,0.0
2025-12-18,0,50.21,64.04,0.0
2025-12-19,0,60.27,79.97,0.0
2025-12-20,0,60.98,80.91,0.0
2025-12-21,0,58.0,81.8,0.0
2025-12-22,0,56.0,75.24,0.0
2025-12-23,0,42.87,55.31,0.0
2025-12-24,0,46.53,57.08,0.0
2025-12-25,0,56.9,70.35,0.0
2025-12-26,0,58.09,72.13,0.0
2025-12-27,0,65.84,81.74,0.0
2025-12-28,0,61.77,78.48,0.0
2025-12-29,0,63.29,83.35,0.0
2025-12-30,0,50.07,63.5,0.0
2025-12-31,0,44.98,60.13,0.0
2026-01-01,0,52.01,66.8,0.0
2026-01-02,0,56.8,75.05,0.0
2026-01-03,0,51.38,64.55,0.0
2026-01-04,0,56.78,72.32,0.0
2026-01-05,0,56.56,77.8,0.0
2026-01-06,0,49.5,65.87,0.0
2026-01-07,0,55.21,74.47,0.0
2026-01-08,0,65.25,90.95,0.0
2026-01-09,0,60.21,86.03,0.0
2026-01-10,0,60.52,90.21,0.0
2026-01-11,0,58.37,88.17,0.0
2026-01-12,0,56.74,81.02,0.0
2026-01-13,0,55.57,80.54,0.0
2026-01-14,0,55.61,79.72,0.0
2026-01-15,0,56.47,78.51,0.0
2026-01-16,0,56.64,79.52,0.0
2026-01-17,0,58.4,79.27,0.0
2026-01-18,0,59.84,76.23,0.0
2026-01-19,0,56.42,77.19,0.0
2026-01-20,0,51.73,70.14,0.0
2026-01-21,0,42.97,58.98,0.0
2026-01-22,0,45.18,62.26,0.0
